證券代碼,年月,序號,法定人數,不足人數,進用人數,不足百分比
5203 訊連,202006  ,1,4,1,3,25.00
5213 亞昕,202006  ,1,1,1,0,100.00
5228 鈺鎧,202006  ,1,2,2,0,100.00
5234 達興材料,202006  ,1,3,1,2,33.33
5243 乙盛-KY,202006  ,1,1,1,0,100.00
5263 智崴,202006  ,1,1,1,0,100.00
5264 鎧勝-KY,202006  ,1,1,1,0,100.00
5274 信驊,202006  ,1,1,1,0,100.00
5312 寶島科,202006  ,1,3,1,2,33.33
5321 美而快,202006  ,1,1,1,0,100.00
5371 中光電,202006  ,1,1,1,0,100.00
5371 中光電,202006  ,2,1,1,0,100.00
5392 能率,202006  ,1,1,1,0,100.00
5392 能率,202006  ,2,1,1,0,100.00
5425 台半,202006  ,1,1,1,0,100.00
5434 崇越,202006  ,1,4,2,2,50.00
5443 均豪,202006  ,1,4,4,0,100.00
5469 瀚宇博,202006  ,1,1,1,0,100.00
5478 智冠,202006  ,1,1,1,0,100.00
5483 中美晶,202006  ,1,6,3,3,50.00
5490 同亨,202006  ,1,1,1,0,100.00
5498 凱崴,202006  ,1,1,1,0,100.00
5519 隆大,202006  ,1,1,1,0,100.00
5522 遠雄,202006  ,1,3,3,0,100.00
5534 長虹,202006  ,1,1,1,0,100.00
5820 日盛金,202006  ,1,1,1,0,100.00
5827 華泰銀行,202006  ,1,7,1,6,14.29
5830 三信銀行,202006  ,1,10,2,8,20.00
5843 兆豐銀行,202006  ,1,3,1,2,33.33
5844 一銀,202006  ,1,1,1,0,100.00
5862 板信銀,202006  ,1,13,2,11,15.38
5868 臺灣金控,202006  ,1,1,1,0,100.00
5870 花旗台灣,202006  ,1,38,3,35,7.89
5871 中租-KY,202006  ,1,3,1,2,33.33
5871 中租-KY,202006  ,2,8,3,5,37.50
5876 上海商銀,202006  ,1,25,4,21,16.00
5903 全家,202006  ,1,5,1,4,20.00
6005 群益證,202006  ,1,6,1,5,16.67
6008 凱基證,202006  ,1,2,1,1,50.00
6008 凱基證,202006  ,2,1,1,0,100.00
6008 凱基證,202006  ,3,27,7,20,25.93
6016 康和證,202006  ,1,1,1,0,100.00
6021 美好證,202006  ,1,1,1,0,100.00
6023 元大期,202006  ,1,3,1,2,33.33
6028 公勝保經,202006  ,1,1,1,0,100.00
6116 彩晶,202006  ,1,3,1,2,33.33
6116 彩晶,202006  ,2,27,6,21,22.22
6121 新普,202006  ,1,2,2,0,100.00
6121 新普,202006  ,2,4,2,2,50.00
6138 茂達,202006  ,1,1,1,0,100.00
6138 茂達,202006  ,2,2,1,1,50.00
6139 亞翔,202006  ,1,10,1,9,10.00
6146 耕興,202006  ,1,7,2,5,28.57
6151 晉倫,202006  ,1,1,1,0,100.00
6173 信昌電,202006  ,1,1,1,0,100.00
6174 安碁,202006  ,1,2,1,1,50.00
6180 橘子,202006  ,1,1,1,0,100.00
6180 橘子,202006  ,2,1,1,0,100.00
6180 橘子,202006  ,3,4,2,2,50.00
6183 關貿,202006  ,1,6,2,4,33.33
6188 廣明,202006  ,1,1,1,0,100.00
6191 精成科,202006  ,1,1,1,0,100.00
6202 盛群,202006  ,1,4,1,3,25.00
6203 海韻電,202006  ,1,1,1,0,100.00
6208 日揚,202006  ,1,1,1,0,100.00
6230 尼得科超眾,202006  ,1,4,1,3,25.00
6238 勝麗,202006  ,1,7,2,5,28.57
6239 力成,202006  ,1,7,3,4,42.86
6239 力成,202006  ,2,38,3,35,7.89
6245 立端,202006  ,1,7,1,6,14.29
6257 矽格,202006  ,1,8,2,6,25.00
6266 泰詠,202006  ,1,4,2,2,50.00
6270 倍微,202006  ,1,1,1,0,100.00
6271 同欣電,202006  ,1,7,2,5,28.57
6271 同欣電,202006  ,2,12,1,11,8.33
6282 康舒,202006  ,1,15,5,10,33.33
6285 啟碁,202006  ,1,45,3,42,6.67
6409 旭隼,202006  ,1,1,1,0,100.00
6412 群電,202006  ,1,8,1,7,12.50
6414 樺漢,202006  ,1,1,1,0,100.00
6416 瑞祺電通,202006  ,1,1,1,0,100.00
6419 京晨科,202006  ,1,1,1,0,100.00
6426 統新,202006  ,1,2,1,1,50.00
6432 今展科,202006  ,1,1,1,0,100.00
6435 大中,202006  ,1,1,1,0,100.00
6440 D 台灣之星,202006  ,1,21,1,20,4.76
6441 廣錠,202006  ,1,1,1,0,100.00
6456 GIS-KY,202006  ,1,6,1,5,16.67
6457 紘康,202006  ,1,1,1,0,100.00
6462 神盾,202006  ,1,4,2,2,50.00
6469 大樹,202006  ,1,13,1,12,7.69
6472 保瑞,202006  ,1,2,1,1,50.00
6474 華豫寧,202006  ,1,1,1,0,100.00
6478 創威智聯,202006  ,1,1,1,0,100.00
6494 九齊,202006  ,1,1,1,0,100.00
6510 精測,202006  ,1,9,3,6,33.33
6526 達發,202006  ,1,3,2,1,66.67
6531 愛普*,202006  ,1,1,1,0,100.00
6547 高端疫苗,202006  ,1,1,1,0,100.00
6572 博錸,202006  ,1,1,1,0,100.00
6573 虹揚-KY,202006  ,1,1,1,0,100.00
6592 和潤企業,202006  ,1,9,2,7,22.22
6592 和潤企業,202006  ,2,4,4,0,100.00
6603 富強鑫,202006  ,1,3,1,2,33.33
6614 資拓宏宇,202006  ,1,10,1,9,10.00
6618 永虹先進,202006  ,1,1,1,0,100.00
6632 向上國際,202006  ,1,1,1,0,100.00
6642 富致,202006  ,1,1,1,0,100.00
6647 合迪,202006  ,1,3,1,2,33.33
6647 合迪,202006  ,2,8,3,5,37.50
6658 聯策,202006  ,1,1,1,0,100.00
6659 天明製藥,202006  ,1,1,1,0,100.00
6665 康聯生醫,202006  ,1,1,1,0,100.00
6667 信紘科,202006  ,1,2,2,0,100.00
6669 緯穎,202006  ,1,15,3,12,20.00
6704 國璽幹細胞,202006  ,1,1,1,0,100.00
6707 富基電通,202006  ,1,1,1,0,100.00
6712 長聖,202006  ,1,1,1,0,100.00
6715 嘉基,202006  ,1,1,1,0,100.00
6719 力智,202006  ,1,2,2,0,100.00
6743 安普新,202006  ,1,1,1,0,100.00
6751 智聯服務,202006  ,1,2,1,1,50.00
6758 冠亞,202006  ,1,1,1,0,100.00
6768 志強-KY,202006  ,1,2,1,1,50.00
6775 穎台科技,202006  ,1,4,1,3,25.00
6781 AES-KY,202006  ,1,2,2,0,100.00
6798 展逸,202006  ,1,1,1,0,100.00
6805 富世達,202006  ,1,1,1,0,100.00
6819 眾智,202006  ,1,1,1,0,100.00
6823 濾能,202006  ,1,1,1,0,100.00
6826 和淞,202006  ,1,5,5,0,100.00
6830 汎銓,202006  ,1,3,3,0,100.00
6832 金鼎科,202006  ,1,1,1,0,100.00
6845 仲信資融,202006  ,1,3,1,2,33.33
6922 宸曜,202006  ,1,1,1,0,100.00
7555 美萌,202006  ,1,1,1,0,100.00
7631 聚賢研發-創,202006  ,1,1,1,0,100.00
7704 明遠精密,202006  ,1,1,1,0,100.00
7706 宏碁創達,202006  ,1,2,1,1,50.00
7710 東擎科技,202006  ,1,1,1,0,100.00
7711 永擎,202006  ,1,2,2,0,100.00
7722 LINEPAY,202006  ,1,1,1,0,100.00
7750 新代,202006  ,1,3,1,2,33.33
7783 佳運,202006  ,1,1,1,0,100.00
7798 將捷,202006  ,1,1,1,0,100.00
7801 華芸科技,202006  ,1,1,1,0,100.00
7810 捷創科技,202006  ,1,1,1,0,100.00
7822 倍利科,202006  ,1,1,1,0,100.00
8024 佑華,202006  ,1,1,1,0,100.00
8032 光菱,202006  ,1,1,1,0,100.00
8044 網家,202006  ,1,16,1,15,6.25
8050 廣積,202006  ,1,5,4,1,80.00
8050 廣積,202006  ,2,1,1,0,100.00
8050 廣積,202006  ,3,1,1,0,100.00
8059 凱碩,202006  ,1,1,1,0,100.00
8071 能率網通,202006  ,1,1,1,0,100.00
8071 能率網通,202006  ,2,1,1,0,100.00
8081 致新,202006  ,1,3,1,2,33.33
8091 翔名,202006  ,1,3,2,1,66.67
8111 立碁,202006  ,1,2,1,1,50.00
8163 達方,202006  ,1,5,2,3,40.00
8201 無敵,202006  ,1,1,1,0,100.00
8215 明基材,202006  ,1,1,1,0,100.00
8249 菱光,202006  ,1,1,1,0,100.00
8271 宇瞻,202006  ,1,5,1,4,20.00
8284 三竹,202006  ,1,3,1,2,33.33
8358 金居,202006  ,1,3,3,0,100.00
8367 建新國際,202006  ,1,1,1,0,100.00
8376 遠鼎投資,202006  ,1,2,1,1,50.00
8376 遠鼎投資,202006  ,2,1,1,0,100.00
8376 遠鼎投資,202006  ,3,1,1,0,100.00
8390 金益鼎,202006  ,1,1,1,0,100.00
8403 盛弘,202006  ,1,1,1,0,100.00
8406 金可-KY,202006  ,1,16,4,12,25.00
8409 商之器,202006  ,1,1,1,0,100.00
8436 大江,202006  ,1,2,2,0,100.00
8446 華研,202006  ,1,1,1,0,100.00
8463 潤泰材,202006  ,1,1,1,0,100.00
8463 潤泰材,202006  ,2,3,1,2,33.33
8477 創業家,202006  ,1,1,1,0,100.00
8491 真好玩,202006  ,1,1,1,0,100.00
8916 光隆,202006  ,1,1,1,0,100.00
8931 大汽電,202006  ,1,1,1,0,100.00
8942 森鉅,202006  ,1,1,1,0,100.00
8958 誠品,202006  ,1,11,2,9,18.18
8996 高力,202006  ,1,4,1,3,25.00
8998 台亞衛星,202006  ,1,1,1,0,100.00
9105 泰金寶-DR,202006  ,1,13,9,4,69.23
9106 新焦點-DR,202006  ,1,1,1,0,100.00
916665 爾必達,202006  ,1,7,3,4,42.86
9904 寶成,202006  ,1,1,1,0,100.00
9911 櫻花,202006  ,1,1,1,0,100.00
9917 中保科,202006  ,1,1,1,0,100.00
9925 新保,202006  ,1,1,1,0,100.00
9930 中聯資源,202006  ,1,3,2,1,66.67
9933 中鼎,202006  ,1,2,1,1,50.00
9941 裕融,202006  ,1,6,1,5,16.67
9943 好樂迪,202006  ,1,1,1,0,100.00
9945 潤泰新,202006  ,1,8,2,6,25.00
9945 潤泰新,202006  ,2,1,1,0,100.00
9945 潤泰新,202006  ,3,3,1,2,33.33
9958 世紀鋼,202006  ,1,1,1,0,100.00
9968 華歌爾,202006  ,1,19,5,14,26.32
9971 立大開發,202006  ,1,1,1,0,100.00
A00045 富蘭克林,202006  ,1,2,1,1,50.00
B00029 富蘭克林投顧,202006  ,1,1,1,0,100.00
000116 日盛證券,202007  ,1,1,1,0,100.00
000700 兆豐證券,202007  ,1,1,1,0,100.00
000815 台新證券,202007  ,1,7,1,6,14.29
000884 玉山證券,202007  ,1,2,2,0,100.00
000930 華南永昌證券,202007  ,1,1,1,0,100.00
000980 元大證券,202007  ,1,3,1,2,33.33
000980 元大證券,202007  ,2,12,2,10,16.67
1101 台泥,202007  ,1,1,1,0,100.00
1101 台泥,202007  ,2,2,1,1,50.00
1101 台泥,202007  ,3,2,2,0,100.00
1102 亞泥,202007  ,1,1,1,0,100.00
1201 味全,202007  ,1,4,1,3,25.00
1210 大成,202007  ,1,3,2,1,66.67
1210 大成,202007  ,2,1,1,0,100.00
1216 統一,202007  ,1,1,1,0,100.00
1216 統一,202007  ,2,1,1,0,100.00
1216 統一,202007  ,3,3,1,2,33.33
1225 福懋油,202007  ,1,2,2,0,100.00
1227 佳格,202007  ,1,3,1,2,33.33
1227 佳格,202007  ,2,9,2,7,22.22
1232 大統益,202007  ,1,1,1,0,100.00
1232 大統益,202007  ,2,2,1,1,50.00
1235 興泰,202007  ,1,2,2,0,100.00
1268 漢來美食,202007  ,1,1,1,0,100.00
1269 乾杯,202007  ,1,2,2,0,100.00
1301 台塑,202007  ,1,6,1,5,16.67
1303 南亞,202007  ,1,16,1,15,6.25
1303 南亞,202007  ,2,2,2,0,100.00
1303 南亞,202007  ,3,1,1,0,100.00
1304 台聚,202007  ,1,4,3,1,75.00
1310 台苯,202007  ,1,1,1,0,100.00
1314 中石化,202007  ,1,3,1,2,33.33
1314 中石化,202007  ,2,1,1,0,100.00
1321 大洋,202007  ,1,1,1,0,100.00
1326 台化,202007  ,1,1,1,0,100.00
1402 遠東新,202007  ,1,3,2,1,66.67
1402 遠東新,202007  ,2,1,1,0,100.00
1402 遠東新,202007  ,3,2,1,1,50.00
1402 遠東新,202007  ,4,1,1,0,100.00
1410 南染,202007  ,1,1,1,0,100.00
1419 新紡,202007  ,1,2,1,1,50.00
1440 南紡,202007  ,1,5,3,2,60.00
1447 力鵬,202007  ,1,7,1,6,14.29
1452 宏益,202007  ,1,2,2,0,100.00
1464 得力,202007  ,1,8,1,7,12.50
1467 南緯,202007  ,1,1,1,0,100.00
1476 儒鴻,202007  ,1,4,1,3,25.00
1490 台灣維達衛生用品,202007  ,1,1,1,0,100.00
1503 士電,202007  ,1,9,1,8,11.11
1503 士電,202007  ,2,4,2,2,50.00
1504 東元,202007  ,1,1,1,0,100.00
1507 日立永大電梯,202007  ,1,1,1,0,100.00
1507 日立永大電梯,202007  ,2,18,2,16,11.11
1519 華城,202007  ,1,1,1,0,100.00
1532 勤美,202007  ,1,1,1,0,100.00
1538 正峰,202007  ,1,1,1,0,100.00
1566 捷邦,202007  ,1,1,1,0,100.00
1582 信錦,202007  ,1,2,2,0,100.00
1584 精剛,202007  ,1,1,1,0,100.00
1595 川寶,202007  ,1,1,1,0,100.00
1605 華新,202007  ,1,4,2,2,50.00
1605 華新,202007  ,2,5,1,4,20.00
1605 華新,202007  ,3,28,14,14,50.00
1701 中化,202007  ,1,4,3,1,75.00
1701 中化,202007  ,2,1,1,0,100.00
1702 南僑,202007  ,1,3,1,2,33.33
1710 東聯,202007  ,1,2,1,1,50.00
1711 永光,202007  ,1,2,2,0,100.00
1715 萬洲,202007  ,1,6,5,1,83.33
1716 永信藥品,202007  ,1,1,1,0,100.00
1718 中纖,202007  ,1,26,4,22,15.38
1718 中纖,202007  ,2,1,1,0,100.00
1724 台硝,202007  ,1,2,2,0,100.00
1725 元禎,202007  ,1,1,1,0,100.00
1763 奇美實業,202007  ,1,10,7,3,70.00
1764 長春石化,202007  ,1,9,4,5,44.44
1764 長春石化,202007  ,2,27,7,20,25.93
1765 長春樹脂,202007  ,1,20,3,17,15.00
1766 大連化工,202007  ,1,9,4,5,44.44
1776 展宇,202007  ,1,1,1,0,100.00
1780 立弘,202007  ,1,1,1,0,100.00
1795 美時,202007  ,1,4,2,2,50.00
1802 台玻,202007  ,1,2,2,0,100.00
1802 台玻,202007  ,2,2,1,1,50.00
1808 潤隆,202007  ,1,2,2,0,100.00
1813 寶利徠,202007  ,1,1,1,0,100.00
1904 正隆,202007  ,1,3,1,2,33.33
2002 中鋼,202007  ,1,7,2,5,28.57
2002 中鋼,202007  ,2,32,8,24,25.00
2002 中鋼,202007  ,3,3,1,2,33.33
2002 中鋼,202007  ,4,1,1,0,100.00
2002 中鋼,202007  ,5,1,1,0,100.00
2007 燁興,202007  ,1,1,1,0,100.00
2020 美亞,202007  ,1,3,1,2,33.33
2023 燁輝,202007  ,1,1,1,0,100.00
2031 新光鋼,202007  ,1,2,1,1,50.00
2041 燁茂實業,202007  ,1,1,1,0,100.00
2056 璋釔,202007  ,1,1,1,0,100.00
2068 優頻,202007  ,1,1,1,0,100.00
2104 國際中橡,202007  ,1,1,1,0,100.00
2201 裕隆,202007  ,1,3,2,1,66.67
2201 裕隆,202007  ,2,6,1,5,16.67
2201 裕隆,202007  ,3,1,1,0,100.00
2201 裕隆,202007  ,4,4,2,2,50.00
2204 中華,202007  ,1,1,1,0,100.00
2207 和泰車,202007  ,1,1,1,0,100.00
2207 和泰車,202007  ,2,3,1,2,33.33
2207 和泰車,202007  ,3,9,2,7,22.22
2207 和泰車,202007  ,4,4,4,0,100.00
2211 長榮鋼,202007  ,1,3,1,2,33.33
2222 桃苗汽車,202007  ,1,18,1,17,5.56
2225 國都汽車,202007  ,1,18,1,17,5.56
2247 汎德永業,202007  ,1,1,1,0,100.00
2301 光寶科,202007  ,1,9,5,4,55.56
2301 光寶科,202007  ,2,2,1,1,50.00
2308 台達電,202007  ,1,9,5,4,55.56
2308 台達電,202007  ,2,10,1,9,10.00
2308 台達電,202007  ,3,1,1,0,100.00
2311 日月光,202007  ,1,4,1,3,25.00
2311 日月光,202007  ,2,38,6,32,15.79
2312 金寶,202007  ,1,1,1,0,100.00
2312 金寶,202007  ,2,1,1,0,100.00
2317 鴻海,202007  ,1,1,1,0,100.00
2330 台積電,202007  ,1,6,2,4,33.33
2330 台積電,202007  ,2,11,6,5,54.55
2332 友訊,202007  ,1,7,2,5,28.57
2338 光罩,202007  ,1,1,1,0,100.00
2338 光罩,202007  ,2,2,2,0,100.00
2344 華邦電,202007  ,1,28,14,14,50.00
2345 智邦,202007  ,1,27,12,15,44.44
2348 海悅,202007  ,1,2,2,0,100.00
2349 錸德,202007  ,1,1,1,0,100.00
2350 環電,202007  ,1,38,6,32,15.79
2352 佳世達,202007  ,1,6,2,4,33.33
2352 佳世達,202007  ,2,1,1,0,100.00
2352 佳世達,202007  ,3,1,1,0,100.00
2352 佳世達,202007  ,4,1,1,0,100.00
2352 佳世達,202007  ,5,4,1,3,25.00
2353 宏碁,202007  ,1,1,1,0,100.00
2353 宏碁,202007  ,2,2,1,1,50.00
2355 敬鵬,202007  ,1,7,4,3,57.14
2355 敬鵬,202007  ,2,20,7,13,35.00
2355 敬鵬,202007  ,3,6,2,4,33.33
2357 華碩,202007  ,1,11,7,4,63.64
2357 華碩,202007  ,2,2,2,0,100.00
2357 華碩,202007  ,3,1,1,0,100.00
2357 華碩,202007  ,4,3,2,1,66.67
2357 華碩,202007  ,5,4,1,3,25.00
2357 華碩,202007  ,6,1,1,0,100.00
2359 所羅門,202007  ,1,1,1,0,100.00
2359 所羅門,202007  ,2,2,2,0,100.00
2360 致茂,202007  ,1,1,1,0,100.00
2360 致茂,202007  ,2,17,4,13,23.53
2362 藍天,202007  ,1,6,1,5,16.67
2363 矽統,202007  ,1,1,1,0,100.00
2371 大同,202007  ,1,1,1,0,100.00
2371 大同,202007  ,2,1,1,0,100.00
2371 大同,202007  ,3,1,1,0,100.00
2373 震旦行,202007  ,1,2,1,1,50.00
2373 震旦行,202007  ,2,1,1,0,100.00
2373 震旦行,202007  ,3,4,3,1,75.00
2373 震旦行,202007  ,4,2,2,0,100.00
2373 震旦行,202007  ,5,1,1,0,100.00
2373 震旦行,202007  ,6,4,4,0,100.00
2379 瑞昱,202007  ,1,39,4,35,10.26
2382 廣達,202007  ,1,1,1,0,100.00
2382 廣達,202007  ,2,87,18,69,20.69
2382 廣達,202007  ,3,1,1,0,100.00
2383 台光電,202007  ,1,9,7,2,77.78
2385 群光,202007  ,1,1,1,0,100.00
2385 群光,202007  ,2,8,1,7,12.50
2387 精元,202007  ,1,2,1,1,50.00
2392 正崴,202007  ,1,1,1,0,100.00
2393 億光,202007  ,1,15,6,9,40.00
2395 研華,202007  ,1,31,3,28,9.68
2396 精碟,202007  ,1,1,1,0,100.00
2397 友通,202007  ,1,6,2,4,33.33
2401 凌陽,202007  ,1,3,2,1,66.67
2402 毅嘉,202007  ,1,1,1,0,100.00
2403 友尚,202007  ,1,2,1,1,50.00
2406 國碩,202007  ,1,2,1,1,50.00
2408 南亞科,202007  ,1,34,4,30,11.76
2409 友達,202007  ,1,14,2,12,14.29
2412 中華電,202007  ,1,9,3,6,33.33
2412 中華電,202007  ,2,1,1,0,100.00
2412 中華電,202007  ,3,5,1,4,20.00
2412 中華電,202007  ,4,10,1,9,10.00
2414 精技,202007  ,1,4,1,3,25.00
2414 精技,202007  ,2,3,2,1,66.67
2429 銘旺科,202007  ,1,1,1,0,100.00
2430 燦坤,202007  ,1,4,4,0,100.00
2432 倚天酷碁-創,202007  ,1,1,1,0,100.00
2433 互盛電,202007  ,1,3,1,2,33.33
2439 美律,202007  ,1,7,4,3,57.14
2441 超豐,202007  ,1,38,3,35,7.89
2453 凌群,202007  ,1,11,2,9,18.18
2454 聯發科,202007  ,1,3,2,1,66.67
2461 光群雷,202007  ,1,2,1,1,50.00
2464 盟立,202007  ,1,10,1,9,10.00
2480 敦陽科,202007  ,1,5,2,3,40.00
2480 敦陽科,202007  ,2,1,1,0,100.00
2481 強茂,202007  ,1,1,1,0,100.00
2492 華新科,202007  ,1,1,1,0,100.00
2495 普安,202007  ,1,4,1,3,25.00
2501 國建,202007  ,1,1,1,0,100.00
2520 冠德,202007  ,1,1,1,0,100.00
2520 冠德,202007  ,2,7,2,5,28.57
2520 冠德,202007  ,3,1,1,0,100.00
2526 大陸,202007  ,1,1,1,0,100.00
2535 達欣工,202007  ,1,1,1,0,100.00
2540 愛山林,202007  ,1,1,1,0,100.00
2542 興富發,202007  ,1,1,1,0,100.00
2542 興富發,202007  ,2,1,1,0,100.00
2542 興富發,202007  ,3,2,2,0,100.00
2542 興富發,202007  ,4,2,2,0,100.00
2542 興富發,202007  ,5,4,1,3,25.00
2545 皇翔,202007  ,1,1,1,0,100.00
2546 根基,202007  ,1,7,2,5,28.57
2547 日勝生,202007  ,1,1,1,0,100.00
2548 華固,202007  ,1,1,1,0,100.00
2557 泛亞工程,202007  ,1,7,3,4,42.86
2597 潤弘,202007  ,1,8,2,6,25.00
2597 潤弘,202007  ,2,1,1,0,100.00
2597 潤弘,202007  ,3,3,1,2,33.33
2603 長榮,202007  ,1,19,5,14,26.32
2603 長榮,202007  ,2,9,1,8,11.11
2607 榮運,202007  ,1,2,1,1,50.00
2608 嘉里大榮,202007  ,1,3,2,1,66.67
2609 陽明,202007  ,1,17,8,9,47.06
2610 華航,202007  ,1,1,1,0,100.00
2610 華航,202007  ,2,8,4,4,50.00
2610 華航,202007  ,3,7,3,4,42.86
2614 東森,202007  ,1,3,1,2,33.33
2619 新竹物流,202007  ,1,42,2,40,4.76
2619 新竹物流,202007  ,2,3,2,1,66.67
2636 台驊控股,202007  ,1,1,1,0,100.00
2716 長榮國際,202007  ,1,11,4,7,36.36
2716 長榮國際,202007  ,2,1,1,0,100.00
2716 長榮國際,202007  ,3,1,1,0,100.00
2739 寒舍,202007  ,1,4,1,3,25.00
2762 世界健身-KY,202007  ,1,1,1,0,100.00
2762 世界健身-KY,202007  ,10,1,1,0,100.00
2762 世界健身-KY,202007  ,11,1,1,0,100.00
2762 世界健身-KY,202007  ,12,1,1,0,100.00
2762 世界健身-KY,202007  ,13,1,1,0,100.00
2762 世界健身-KY,202007  ,14,1,1,0,100.00
2762 世界健身-KY,202007  ,15,1,1,0,100.00
2762 世界健身-KY,202007  ,16,1,1,0,100.00
2762 世界健身-KY,202007  ,17,1,1,0,100.00
2762 世界健身-KY,202007  ,18,1,1,0,100.00
2762 世界健身-KY,202007  ,19,1,1,0,100.00
2762 世界健身-KY,202007  ,2,1,1,0,100.00
2762 世界健身-KY,202007  ,20,1,1,0,100.00
2762 世界健身-KY,202007  ,3,1,1,0,100.00
2762 世界健身-KY,202007  ,4,1,1,0,100.00
2762 世界健身-KY,202007  ,5,1,1,0,100.00
2762 世界健身-KY,202007  ,6,1,1,0,100.00
2762 世界健身-KY,202007  ,7,1,1,0,100.00
2762 世界健身-KY,202007  ,8,1,1,0,100.00
2762 世界健身-KY,202007  ,9,1,1,0,100.00
2812 台中銀,202007  ,1,26,4,22,15.38
2812 台中銀,202007  ,2,1,1,0,100.00
2834 臺企銀,202007  ,1,2,1,1,50.00
2838 聯邦銀,202007  ,1,1,1,0,100.00
2845 遠東銀,202007  ,1,24,5,19,20.83
2849 安泰銀,202007  ,1,14,3,11,21.43
2854 寶來證,202007  ,1,3,1,2,33.33
2858 中租迪和,202007  ,1,8,1,7,12.50
2880 華南金,202007  ,1,1,1,0,100.00
2880 華南金,202007  ,2,1,1,0,100.00
2881 富邦金,202007  ,1,2,1,1,50.00
2881 富邦金,202007  ,2,1,1,0,100.00
2883 凱基金,202007  ,1,2,1,1,50.00
2883 凱基金,202007  ,2,1,1,0,100.00
2883 凱基金,202007  ,3,27,6,21,22.22
2884 玉山金,202007  ,1,1,1,0,100.00
2884 玉山金,202007  ,2,2,2,0,100.00
2885 元大金,202007  ,1,3,1,2,33.33
2885 元大金,202007  ,2,12,2,10,16.67
2886 兆豐金,202007  ,1,1,1,0,100.00
2886 兆豐金,202007  ,2,3,1,2,33.33
2887 台新金,202007  ,1,11,3,8,27.27
2887 台新金,202007  ,2,7,1,6,14.29
2890 永豐金,202007  ,1,1,1,0,100.00
2892 第一金,202007  ,1,1,1,0,100.00
2897 王道銀行,202007  ,1,7,2,5,28.57
2903 遠百,202007  ,1,9,2,7,22.22
2903 遠百,202007  ,2,3,1,2,33.33
2904 匯僑,202007  ,1,1,1,0,100.00
2905 三商,202007  ,1,3,2,1,66.67
2905 三商,202007  ,2,12,4,8,33.33
2905 三商,202007  ,3,2,1,1,50.00
2906 高林,202007  ,1,1,1,0,100.00
2906 高林,202007  ,2,1,1,0,100.00
2912 統一超,202007  ,1,1,1,0,100.00
2915 潤泰全,202007  ,1,3,1,2,33.33
2916 滿心,202007  ,1,6,2,4,33.33
2926 誠品生活,202007  ,1,7,1,6,14.29
2945 三商家購,202007  ,1,3,2,1,66.67
30001 證交所,202007  ,1,1,1,0,100.00
3005 神基,202007  ,1,7,1,6,14.29
3008 大立光,202007  ,1,71,9,62,12.68
3010 華立,202007  ,1,1,1,0,100.00
3010 華立,202007  ,2,1,1,0,100.00
3013 晟銘電,202007  ,1,1,1,0,100.00
3014 聯陽,202007  ,1,4,2,2,50.00
3017 奇鋐,202007  ,1,1,1,0,100.00
3027 盛達,202007  ,1,1,1,0,100.00
3028 增你強,202007  ,1,3,1,2,33.33
3029 零壹,202007  ,1,1,1,0,100.00
3029 零壹,202007  ,2,2,1,1,50.00
3032 偉訓,202007  ,1,1,1,0,100.00
3033 威健,202007  ,1,4,2,2,50.00
3036 文曄,202007  ,1,1,1,0,100.00
3036 文曄,202007  ,2,8,3,5,37.50
3037 欣興,202007  ,1,3,1,2,33.33
3037 欣興,202007  ,2,132,5,127,3.79
3037 欣興,202007  ,3,26,5,21,19.23
3045 台灣大,202007  ,1,2,1,1,50.00
3049 精金,202007  ,1,3,1,2,33.33
3056 富華新,202007  ,1,1,1,0,100.00
3057 喬鼎,202007  ,1,2,2,0,100.00
3059 華晶科,202007  ,1,1,1,0,100.00
3060 銘異,202007  ,1,2,1,1,50.00
3093 港建*,202007  ,1,1,1,0,100.00
3105 穩懋,202007  ,1,30,6,24,20.00
3117 年程,202007  ,1,3,1,2,33.33
3131 弘塑,202007  ,1,1,1,0,100.00
3141 晶宏,202007  ,1,1,1,0,100.00
3144 新揚科,202007  ,1,2,1,1,50.00
3157 台灣之星,202007  ,1,20,1,19,5.00
3167 大量,202007  ,1,2,1,1,50.00
3168 眾福科,202007  ,1,1,1,0,100.00
3176 基亞,202007  ,1,1,1,0,100.00
3184 微邦,202007  ,1,1,1,0,100.00
3202 樺晟,202007  ,1,1,1,0,100.00
3206 志豐,202007  ,1,1,1,0,100.00
3217 優群,202007  ,1,1,1,0,100.00
3218 大學光,202007  ,1,2,2,0,100.00
3231 緯創,202007  ,1,96,19,77,19.79
3231 緯創,202007  ,2,1,1,0,100.00
3231 緯創,202007  ,3,16,3,13,18.75
3231 緯創,202007  ,4,1,1,0,100.00
3234 光環,202007  ,1,3,1,2,33.33
3257 虹冠電,202007  ,1,1,1,0,100.00
3259 鑫創,202007  ,1,1,1,0,100.00
3260 威剛,202007  ,1,6,1,5,16.67
3264 欣銓,202007  ,1,6,4,2,66.67
3266 昇陽,202007  ,1,1,1,0,100.00
3272 東碩,202007  ,1,3,3,0,100.00
3294 英濟,202007  ,1,2,1,1,50.00
3296 勝德,202007  ,1,1,1,0,100.00
3305 昇貿,202007  ,1,1,1,0,100.00
3311 閎暉,202007  ,1,2,1,1,50.00
3312 弘憶股,202007  ,1,1,1,0,100.00
3315 宣昶,202007  ,1,1,1,0,100.00
3317 尼克森,202007  ,1,1,1,0,100.00
